Sample,acmLKFE.M,acmLKFE.S,acmLKAA.M,acmLKAA.S,acmLKIE.M,acmLKIE.S,acmLAFE.M,acmLAFE.S,acmLFAA.M,acmLFAA.S,acmLHPFE.M,acmLHPFE.S,acmLHPAA.M,acmLHPAA.S,acmLHPIE.M,acmLHPIE.S,acmLSPFE.M,acmLSPFE.S,acmLSPML.M,acmLSPML.S,acmLSPIE.M,acmLSPIE.S,acmLFIE.M,acmLFIE.S,acmRKFE.M,acmRKFE.S,acmRKAA.M,acmRKAA.S,acmRKIE.M,acmRKIE.S,acmRAFE.M,acmRAFE.S,acmRFAA.M,acmRFAA.S,acmRFIE.M,acmRFIE.S,acmRAIE.M,acmRAIE.S,acmLAIE.M,acmLAIE.S,acmRSHTILT.M,acmRSHTILT.S,acmRSHTILTOFF.M,acmRSHTILTOFF.S,acmRSHOBLI.M,acmRSHOBLI.S,acmRSHOBLIOFF.M,acmRSHOBLIOFF.S,acmRSHROT.M,acmRSHROT.S,acmRSHROTOFF.M,acmRSHROTOFF.S,acmLSHTILT.M,acmLSHTILT.S,acmLSHTILTOFF.M,acmLSHTILTOFF.S,acmLSHOBLI.M,acmLSHOBLI.S,acmLSHOBLIOFF.M,acmLSHOBLIOFF.S,acmLSHROT.M,acmLSHROT.S,acmLSHROTOFF.M,acmLSHROTOFF.S,acmRHPFE.M,acmRHPFE.S,acmRHPAA.M,acmRHPAA.S,acmRHPIE.M,acmRHPIE.S,acmRSPFE.M,acmRSPFE.S,acmRSPML.M,acmRSPML.S,acmRSPIE.M,acmRSPIE.S,acmRPTILT.M,acmRPTILT.S,acmRPOBLI.M,acmRPOBLI.S,acmRPROT.M,acmRPROT.S,acmLPTILT.M,acmLPTILT.S,acmLPOBLI.M,acmLPOBLI.S,acmLPROT.M,acmLPROT.S
89,35.5,0,-1,0,-5.6,0,8.6,0,-2.4,0,40,0,-11.6,0,-5.5,0,-53.5,0,2.2,0,7.3,0,5.8,0,33.5,0,-0.4,0,5.1,0,9.1,0,-15.6,0,3.4,0,-25.5,0,-12.7,0,59.1,0,15.5,0,-2.7,0,-1.1,0,-5.3,0,-11,0,60.9,0,17.3,0,1.2,0,-0.4,0,-1.6,0,4.2,0,35.9,0,-6,0,-12.5,0,-54.8,0,-3.1,0,1.9,0,4.3,0,0.2,0,-3.2,0,7.3,0,-2,0,5.3,0
90,31.3,0,-1.1,0,-4.7,0,8.4,0,-1.5,0,39.7,0,-11.6,0,-6.1,0,-53.7,0,2.1,0,7.6,0,6.4,0,30.3,0,-0.3,0,5.5,0,8.8,0,-14.2,0,3.7,0,-23.9,0,-10.8,0,59.7,0,16,0,-2.8,0,-1.2,0,-5.5,0,-11.3,0,61.1,0,17.5,0,1.1,0,-0.5,0,-1.8,0,4,0,35.5,0,-5.8,0,-12.7,0,-55.7,0,-3.2,0,2.2,0,4,0,0.2,0,-3.1,0,7.2,0,-2,0,5.5,0
91,27.2,0,-0.9,0,-4.3,0,8,0,-0.7,0,39.2,0,-11.6,0,-6.2,0,-53.8,0,2,0,8,0,7.2,0,27.3,0,-0.1,0,5.5,0,8.6,0,-13,0,4,0,-22.6,0,-8.9,0,60.2,0,16.6,0,-2.9,0,-1.3,0,-5.8,0,-11.6,0,61.2,0,17.6,0,1,0,-0.6,0,-1.9,0,3.9,0,35.2,0,-5.7,0,-12.6,0,-56.6,0,-3.3,0,2.5,0,3.7,0,0.2,0,-3.1,0,7.2,0,-2,0,5.8,0
92,23.3,0,-0.5,0,-4.5,0,7.5,0,0.1,0,38.5,0,-11.6,0,-5.9,0,-54,0,1.9,0,8.4,0,8.1,0,24.8,0,0.1,0,5.2,0,8.5,0,-12,0,4.3,0,-21.7,0,-7.2,0,60.7,0,17.1,0,-3,0,-1.4,0,-6,0,-11.8,0,61.2,0,17.6,0,1,0,-0.7,0,-2,0,3.8,0,34.9,0,-5.5,0,-12.4,0,-57.3,0,-3.4,0,2.7,0,3.4,0,0.2,0,-3.1,0,7.1,0,-1.9,0,6.1,0
93,19.9,0,0,0,-5.2,0,7,0,0.8,0,37.8,0,-11.5,0,-5.5,0,-54.1,0,1.7,0,8.7,0,8.9,0,22.8,0,0.4,0,4.9,0,8.6,0,-11.4,0,4.6,0,-21.2,0,-5.9,0,61.1,0,17.4,0,-3.1,0,-1.5,0,-6.3,0,-12,0,61.2,0,17.6,0,0.9,0,-0.7,0,-2.1,0,3.7,0,34.7,0,-5.4,0,-12.2,0,-57.8,0,-3.4,0,3,0,3.3,0,0.1,0,-3.1,0,7,0,-1.9,0,6.4,0
94,17.1,0,0.4,0,-6.2,0,6.5,0,1.4,0,37,0,-11.4,0,-5.1,0,-54.3,0,1.6,0,9.1,0,9.6,0,21.3,0,0.6,0,4.4,0,8.8,0,-11.2,0,4.9,0,-21.2,0,-5.2,0,61.2,0,17.6,0,-3.2,0,-1.6,0,-6.5,0,-12.3,0,61.3,0,17.7,0,0.8,0,-0.8,0,-2.2,0,3.6,0,34.5,0,-5.3,0,-12,0,-58,0,-3.5,0,3.2,0,3.2,0,0.1,0,-3.1,0,6.8,0,-1.9,0,6.7,0
95,15.1,0,0.7,0,-7.3,0,6.2,0,1.8,0,36.4,0,-11.2,0,-5,0,-54.5,0,1.4,0,9.5,0,9.9,0,20.4,0,0.8,0,3.9,0,9,0,-11.2,0,5.2,0,-21.5,0,-5.1,0,61.3,0,17.7,0,-3.3,0,-1.7,0,-6.7,0,-12.5,0,61.5,0,17.8,0,0.7,0,-0.9,0,-2.2,0,3.5,0,34.5,0,-5.2,0,-11.9,0,-58.1,0,-3.5,0,3.3,0,3.2,0,0,0,-3.2,0,6.7,0,-1.8,0,7,0
96,13.8,0,0.9,0,-8.1,0,6.2,0,2,0,35.8,0,-11.1,0,-5.2,0,-54.8,0,1.2,0,9.8,0,10,0,19.9,0,1,0,3.4,0,9.2,0,-11.4,0,5.4,0,-22.1,0,-5.3,0,61.3,0,17.7,0,-3.4,0,-1.8,0,-7,0,-12.7,0,61.7,0,18,0,0.7,0,-1,0,-2.3,0,3.5,0,34.5,0,-5,0,-11.8,0,-58.1,0,-3.6,0,3.5,0,3.2,0,0,0,-3.3,0,6.7,0,-1.7,0,7.3,0
97,13.3,0,0.9,0,-8.6,0,6.2,0,2.1,0,35.3,0,-10.9,0,-5.7,0,-55.1,0,1,0,10.1,0,9.9,0,19.9,0,1.1,0,3.1,0,9.4,0,-11.6,0,5.4,0,-22.7,0,-5.7,0,61.2,0,17.5,0,-3.5,0,-1.8,0,-7.2,0,-13,0,61.9,0,18.2,0,0.6,0,-1,0,-2.3,0,3.5,0,34.4,0,-4.8,0,-11.8,0,-57.9,0,-3.7,0,3.5,0,3.2,0,0,0,-3.5,0,6.6,0,-1.6,0,7.6,0
98,13.5,0,0.9,0,-8.7,0,6.1,0,2.2,0,34.9,0,-10.6,0,-6.5,0,-55.2,0,0.9,0,10.4,0,9.7,0,20.1,0,1.2,0,2.8,0,9.3,0,-11.7,0,5.1,0,-23.3,0,-6.1,0,61,0,17.4,0,-3.5,0,-1.9,0,-7.4,0,-13.2,0,61.9,0,18.3,0,0.5,0,-1.1,0,-2.3,0,3.4,0,34.4,0,-4.5,0,-11.9,0,-57.7,0,-3.8,0,3.5,0,3.3,0,0.1,0,-3.7,0,6.6,0,-1.5,0,7.9,0
99,14.2,0,0.6,0,-8.4,0,5.9,0,2.4,0,34.6,0,-10.3,0,-7.4,0,-55.3,0,0.7,0,10.6,0,9.3,0,20.6,0,1.2,0,2.6,0,9.1,0,-11.8,0,4.6,0,-23.8,0,-6.4,0,60.7,0,17.1,0,-3.6,0,-2,0,-7.6,0,-13.4,0,62,0,18.3,0,0.4,0,-1.2,0,-2.3,0,3.5,0,34.2,0,-4.2,0,-11.9,0,-57.5,0,-3.9,0,3.6,0,3.3,0,0.1,0,-3.8,0,6.5,0,-1.4,0,8.1,0
100,15.2,0,0.3,0,-7.9,0,5.4,0,2.5,0,34.4,0,-10,0,-8.4,0,-55.3,0,0.5,0,10.7,0,9,0,21.2,0,1.1,0,2.6,0,8.6,0,-12,0,4.1,0,-24.2,0,-6.5,0,60.5,0,16.9,0,-3.7,0,-2,0,-7.8,0,-13.6,0,61.9,0,18.3,0,0.4,0,-1.2,0,-2.3,0,3.5,0,33.9,0,-4,0,-12,0,-57.2,0,-4.1,0,3.6,0,3.3,0,0.2,0,-4,0,6.5,0,-1.3,0,8.3,0
